Чему равна сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О?|равна удвоенному моменту инерции этого тела относительно точки пересечения
Чем силы инерции отличаются от обычных сил классической механики?|Реальные силы - это силы взаимодействия двух тел (если рассматривать механику) , а силы инерции - фиктивные силы, не связанные с взаимодействием, которые вводятся в неинерциальных системах отсчёта так, чтобы законы механики в них совпадали с законами инерциальных систем.
Что общего между сальто прыгуна и пируэтом балерины?|для выполнения данных элементов используются свойства момента инерции
Что является некорректным в следующем определении однородности времени: "однородность времени означает, что если в два любые момента времени все тела некоторой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково"?|Однородность времени означает, что все явления в любой замкнутой физической системе при одинаковых начальных условиях будут в будущем протекать совершенно одинаково, независимо от того, в какой момент времени эти условия созданы
В физике Ньютона по каким траекториям движутся планеты?|по траектория в форме эллипса
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|Если тело покоится во вращающейся НСО, то на него Кориолисов сила не действует. Оно лишь подвергается действия центробежной силы. Как тело начнет двигаться оно будет подвергаться еще и действия кориолисовой силы.
При рассмотрении движения тела относительно Земли студент учел и центробежную силу и кориолисову силу, но не учел гравитационные силы со стороны Солнца и Луны. Почему?|Так как размеры Земли очень малы по сравнению с расстояниями Солнца, Луны и прочих небесных тел, то создаваемое ими гравитационное поле вмалойокрестности Земли можно считать однородным. Поэтому в принятом приближенииэто поле частицеА сообщает такое же ускорение, что и центру Земли
Почему абсолютная термодинамическая шкала температур называется абсолютной?|Абсолютная шкала температуры называется так, потому что мера основного состояния нижнего предела температуры — абсолютный ноль, то есть наиболее низкая возможная температура, при которой в принципе невозможно извлечь из вещества тепловую энергию.
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?|Термодинамические параметры состояния системы. Определение термодинамической системы. Термодинамической системой называют совокупность макрообъектов (тел, полей), которые обмениваются энергией друг с другом и внешними (по отношению к системе) объектами
Что такое уравнение состояния тела?|Уравнение состояния — соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём
Как без использования понятия температуры определить, что тело А более холоднее, чем тело В?|тело A холоднее ,если происходит передача кинетической энергии частиц от тела B к A
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|Параметры состояния в термодинамике являются макрохарактеристиками системы, т.е. они определяют свойства и поведение системы в целом, а не свойства и поведение ее частей, не внутренних составляющих системы. Термодинамика занимается только макросистемами. уравнение состояния в термодинамики это уравнение равенства процессов, а в статической физике это уравнение равновесия
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|Температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фазы одного и того же вещества, называется тройной точкой этого вещества
В чем некорректность фразы "температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии, называется нормальной точкой плавления"?|Температура, при которой твердая и жидкая фазы одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении, называется нормальной точкой плавления
Какие условия накладываются на термоскоп?|Термоскоп — устройство, которое показывает изменения температуры, родоначальник современных термометров. Типичная конструкция термоскопа представляет собой трубку, в которой жидкость поднимается и опускается при изменении температуры. В начале XVIII века был оснащён шкалой, приблизившись к виду современных термометров.
Когда мы говорим, что два тела имеют одинаковые температуры?|между ними не происходит передачи кинетической энергии частиц, т.е. теплообмена
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|При описании текущего состояния системы, в которой происходит квазистатический процесс, требуется столько же параметров, сколько и для макроскопического описания равновесного состояния.
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|При термодинамическом равновесии в системе прекращаются все необратимые процессы переноса
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|Термодинамическая шкала температур принципиально может быть построена на основании теоремы Карно, которая утверждает, что коэффициент полезного действия идеального теплового двигателя не зависит от природы рабочего тела и конструкции двигателя, и зависит только от температур нагревателя и холодильника.
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|Моль есть количество вещества системы, содержащей столько же структурных элементов, сколько атомов содержится в углероде-12 массой 0,012 кг.
Как связаны термоскоп и термометр?|Термометр - это прибор, с помощью которого можно измерить температуру тела. Термоскоп показывал лишь изменение степени охлаждения и нагревания тела без конкретных цифр, потому что не имел шкалы
Что является термометрической величиной в идеально-газовой шкале температур?|давление при постоянном объеме
Чем некорректно следующее определение: "весом тела называется приложенная к нему сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено"?|сила, с которой тело, находящееся в силовом (гравитационном) поле, действует на опору или на подвес.
Чем силы инерции отличаются от обычных сил классической механики?|многозначное понятие, применяемое в механике по отношению к трём различным физическим величинам.
Почему величина третьей космической скорости не определена однозначно?|минимальная скорость, которую необходимо придать находящемуся вблизи поверхности Земли телу, чтобы оно могло преодолеть гравитационное притяжение Земли и Солнца и покинуть пределы Солнечной системы
Что является некорректным в следующем определении однородности времени: "однородность времени означает, что если в два любые момента времени все тела некоторой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково"?|означает, что все моменты времени равноправны, то есть что все явления в любой замкнутой физической системе при одинаковых начальных условиях будут в будущем протекать совершенно одинаково, независимо от того, в какой момент времени эти условия созданы
Апогелий планеты на 10% больше перигелия. Как относятся площади, которые описывают радиус-векторы планет в апогелии и перигелии за одну секунду?|12
Почему полые тела скатываются с наклонной плоскости за другое время, чем сплошные тела той же геометрической формы?|Разный момент инерции у этих тел и потому - разные угловые скорости.
Что может являться причиной нерегулярных колебаний продолжительности суток?|изменений скорости вращения Земли
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|действие инерции
Чему равна сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О?|моменту инерции пластинки относительно оси Z
В физике Ньютона по каким траекториям движутся планеты?|вдоль большей оси эллипса или гиперболы
Имеется твердое тело, имеющее одну неподвижную точку. Нужно перевести тело из произвольного начального положения в произвольное конечное положение. Какое минимальное количество поворотов (и осей вращения) потребуется для этого в общем случае? |4
Как связаны термоскоп и термометр?|измерением температуры
Какие условия накладываются на термоскоп?|Он состоит из двух связанных трубкой сфер: одна из них пустая, а другая частично наполнена водой.
Почему абсолютная термодинамическая шкала температур называется абсолютной?|является единственной функцией состояния термодинамической системы, которая характеризует направление самопроизвольного теплообмена между телами
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?| Взаимосвязь параметров, описывающих состояния системы, называется функцией состояния.
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|6
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|физическая величина, характеризующая термодинамическую систему и количественно выражающая интуитивное понятие о различной степени нагретости тел.
Как без использования понятия температуры определить, что тело А более холоднее, чем тело В?|холоднее
Когда мы говорим, что два тела имеют одинаковые температуры?|тела содержат одинаковое количество теплоты
Что такое уравнение состояния тела?|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|состояние термодинамич. системы, не изменяющееся во времени и не сопровождающееся переносом через систему вещества или энергии.
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|Уравнение состояния, связывает давление р, объём V и температуру Т физически однородной системы
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|строго определённые значения температуры и давления, при которых вода может одновременно и равновесно существовать в виде трёх фаз — в твёрдом, жидком и газообразном состояниях.
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|Моль есть количество вещества системы, содержащей столько же структурных элементов, сколько содержится атомов в углероде-12 массой 0,012 кг.
Что является термометрической величиной в идеально-газовой шкале температур?|уравнением термодинамической шкалы температур, которая не зависит от свойств термометрического вещества
В физике Ньютона по каким траекториям движутся планеты?|эллиптические кривые
Апогелий планеты на 10% больше перигелия. Как относятся площади, которые описывают радиус-векторы планет в апогелии и перигелии за одну секунду?|площадь в апогелии на 10% больше площади в перигелии
Что может являться причиной нерегулярных колебаний продолжительности суток?|эллиптическая форма орбиты земли
Почему величина третьей космической скорости не определена однозначно?|потому что третья космическая скорость зависит от радиуса
Чем некорректно следующее определение: "весом тела называется приложенная к нему сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено"?|Весом тела называется сила, с которой тело действует на опору или подвес
Что является некорректным в следующем определении однородности времени: "однородность времени означает, что если в два любые момента времени все тела некоторой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково"?|Одноро́дность времени — означает, что все моменты времени равноправны, то есть что все явления в любой замкнутой физической системе при одинаковых начальных условиях будут в будущем протекать совершенно одинаково, независимо от того, в какой момент времени эти условия созданы
При рассмотрении движения тела относительно Земли студент учел и центробежную силу и кориолисову силу, но не учел гравитационные силы со стороны Солнца и Луны. Почему?|потому что гравитационные силы Солнца и Луны пренебрежимо малы по сравнению с другими действующими силами
Что общего между сальто прыгуна и пируэтом балерины?|в обоих случаях возникает центробежная сила
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|Если тело покоится во вращающейся НСО, то на него Кориолисов сила не действует. Оно лишь подвергается действия центробежной силы. Как тело начнет двигаться, оно будет подвергаться еще и действия кориолисовой силы. Вот почему удержаться в транспорте на поворотах легче в неподвижном положении, чем при движении.
В каком случае уравнение моментов относительно движущегося начала имеет такой же вид, что и относительно неподвижного начала?|когда движущееся начало совпадает с центром масс
Чему равна сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О?|сумма моментов инерций твердого тела относительно трех взаимно перпендикулярных осей, пересекающихся в точке  О, равна удвоенному моменту инерции этого тела относительно точки пересечения
Почему полые тела скатываются с наклонной плоскости за другое время, чем сплошные тела той же геометрической формы?|Полые тела скатываются медленнее, чем сплошные тела той же массы и геометрической формы. При одинаковых массах моменты инерции полых тел больше, чем сплошных. Поэтому на долю вращательного движения у полых тел приходится относительно большая кинетическая энергия, чем у сплошных
Выберем в твердом теле некоторую точку О. Произвольное движение твердого тела разложим на поступательное движение со скоростью, равной скорости точки О, и вращательное движение вокруг мгновенной оси, проходящей через эту точку. Выберем теперь другую точку А и опять разложим движение на поступательное движение со скоростью, равной скорости точки А, и вращательное движение вокруг мгновенной оси, проходящей через точку А. Известно, что поступательная скорость движения при переходе от точки О к точке А увеличилась в два раза. Как при этом изменилась скорость вращательного движения?|если скорость поступательно увеличивается  То скорость вращения не меняется
Имеется твердое тело, имеющее одну неподвижную точку. Нужно перевести тело из произвольного начального положения в произвольное конечное положение. Какое минимальное количество поворотов (и осей вращения) потребуется для этого в общем случае? |3
Чем силы инерции отличаются от обычных сил классической механики?|силы (инерциальные) обусловлены не действием каких-либо тел на данное тело, а наличием ускорения неинерциальной системы отсчета относительно любой инерциальной
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?|Величины, которые характеризуют состояние термодинамической системы, называют термодинамическими параметрами. Два состояния системы считают разными, если у этих состояний отличается хотя бы один из параметров.
Когда мы говорим, что два тела имеют одинаковые температуры?|Мы говорим, что тела А и В имеют одинаковую температуру, если каждое из них находится в тепловом равновесии с телом С (этим телом может быть термометр). И наоборот, если тела имеют одинаковую температуру, то можно утверждать, не приводя их в непосредственный контакт, что они находятся в состоянии теплового равновесия
Что такое уравнение состояния тела?|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|тройная точка определяется значениемтемпературы и давления, при котором вещество может равновесно находиться в трёх (отсюда и название) агрегатных состояниях — твёрдом, жидком и газообразном. В этой точке сходятся линии плавления, кипения и сублимации.
Почему абсолютная термодинамическая шкала температур называется абсолютной?|потому что отчет начинается от абсолютного нуля
В чем некорректность фразы "температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии, называется нормальной точкой плавления"?|температура, при которой твёрдое кристаллическое тело совершает переход в жидкое состояние и наоборот. При температуре плавления вещество может находиться как в жидком, так и в твёрдом состоянии.
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|3
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|температура, при которой твёрдое кристаллическое тело совершает переход в жидкое состояние и наоборот. При температуре плавления вещество может находиться как в жидком, так и в твёрдом состоянии.
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|статистическая физика рассматривает термодинамические параметры состояния как средние значения некоторых случайных величин, усредненных по огромному множеству молекул в геометрическом и скоростном пространстве. Энтропия – мера хаоса и беспорядка, мера числа разных распределений вероятностей, дающих одни и те же средние значения некоторых случайных величин.
Какие условия накладываются на термоскоп?|условия нагревания и расширения газа
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|Моль вещества - это количество вещества, содержащее 6,02·1023 атомов или молекул этого вещества.
Как связаны термоскоп и термометр?|оба прибора работают на принципе расширения жидкости (газа) при нагревание
Как без использования понятия температуры определить, что тело А более холоднее, чем тело В?|Если телу А для перехода из одного термодинамического состояния, в другое, потребуется больше энергии, чем телу Б, то тело А холоднее тела Б
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|закон о фазовых переходах
Что является термометрической величиной в идеально-газовой шкале температур?|давление при постоянном объеме
Апогелий планеты на 10% больше перигелия. Как относятся площади, которые описывают радиус-векторы планет в апогелии и перигелии за одну секунду?|2
Почему полые тела скатываются с наклонной плоскости за другое время, чем сплошные тела той же геометрической формы?|Разный момент инерции у этих тел и потому - разные угловые скорости.
Почему удержаться в транспорте на поворотах легче в неподвижном состоянии, чем при движении?|инерция
Почему величина третьей космической скорости не определена однозначно?|минимальная скорость, которую необходимо придать находящемуся вблизи поверхности Земли телу
В каком случае уравнение моментов относительно движущегося начала имеет такой же вид, что и относительно неподвижного начала?|При вращении твердого тела относительно неподвижной оси все его точки движутся с одинаковыми угловыми скоростями и одинаковыми угловыми ускорениями.
Имеется твердое тело, имеющее одну неподвижную точку. Нужно перевести тело из произвольного начального положения в произвольное конечное положение. Какое минимальное количество поворотов (и осей вращения) потребуется для этого в общем случае? |3
Чем силы инерции отличаются от обычных сил классической механики?|многозначное понятие, применяемое в механике по отношению к трём различным физическим величинам.
В физике Ньютона по каким траекториям движутся планеты?|вдоль большей оси эллипса или гиперболы
Что является некорректным в следующем определении однородности времени: "однородность времени означает, что если в два любые момента времени все тела некоторой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково"?|Однородность времени означает, что если в два любых момента времени все тела замкнутой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково.
Чем некорректно следующее определение: "весом тела называется приложенная к нему сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено"?|сила, с которой тело, находящееся в силовом (гравитационном) поле, действует на опору или на подвес.
Чему равна сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О?|моменту инерции пластинки относительно оси Z
Что может являться причиной нерегулярных колебаний продолжительности суток?|Сезонные колебания скорости вращения Земли
В чем некорректность фразы "в состоянии термодинамического равновесия все процессы прекращаются"?|Равновесный процесс - бесконечно медленный термодинамический процесс, в котором термодинамическая система проходит через ряд бесконечно близких друг к другу равновесных состояний.
Почему абсолютная термодинамическая шкала температур называется абсолютной?|Абсолютная шкала температуры называется так, потому что мера основного состояния нижнего предела температуры — абсолютный ноль, то есть наиболее низкая возможная температура, при которой в принципе невозможно извлечь из вещества тепловую энергию.
Когда мы говорим, что два тела имеют одинаковые температуры?|одинаковое количество теплоты
Сколько параметров требуется для описания неквазистатического процесса в общем случае?|4
Какой физический закон лежит в основе создания абсолютной термодинамической шкалы температур?|физическая величина, характеризующая термодинамическую систему и количественно выражающая интуитивное понятие о различной степени нагретости тел.
В чем отличие получения уравнения состояния в термодинамике и в статистической физике?|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия
Как связаны термоскоп и термометр?|измерение температуры
Что некорректно в следующем определении "моль есть количество вещества системы, содержащей столько же молекул, сколько содержится атомов в углероде-12 массой 0,012 кг"?|Моль - количество вещества системы, содержащей столько же структурных элементов, сколько атомов содержится в 0,012 кг углерода-12 массой.
Что такое уравнение состояния тела?|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия
Какие условия накладываются на термоскоп?|Он состоит из двух связанных трубкой сфер: одна из них пустая, а другая частично наполнена водой.
Как связаны макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы?|характеризующих состояние макроскопической термодинамической системы
Как без использования понятия температуры определить, что тело А более холоднее, чем тело В?|холоднее
В чем некорректность фразы "температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества при нормальном атмосферном давлении, называется тройной точкой"?|строго определённые значения температуры и давления, при которых вода может одновременно и равновесно существовать в виде трёх фаз — в твёрдом, жидком и газообразном состояниях.
