Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |никак
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |специальных условиях
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |в два раза больше
В какой волне не может возникнуть поляризация? |критеческой волне
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |уменьшиться в н раз
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|дельта энергии
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|увеличиться в 2 раза
Какое явление показывает поперечность световыхволн? |Зоны Френеля
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|изменения энергии за время
Какие оптические явления лежат в основеголографии |отражение
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |нулю
В какой волне не может возникнуть поляризация? |критической длины
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|в 1.5 раза меньше
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|увеличиться в 2 раза
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |никак
Как называют среды с постоянным коэффициентомпреломления?|постояные
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |уменьшиться в 2 раза
Для света какого цвета показатель преломленияводы является наибольшим?|фиолетовый
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |рассеивание света
Что представляет из себя излучение отдельногоатома? |выделение hv
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|такое же отражение
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|Проявление
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|круги (темные)
Отношение энергии отраженной волны к энергиипадающей называется|угол Фи
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|3 зону
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|Да, при том что нечетное кол.во кругов
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |красному цвету
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |в диапазоне видимого излучения
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |распространение за критическое время
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |никак не измениться
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|u/n
Дисперсия называется аномальной, если (написать через длину волны)|длина волны критическая
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|нулю
Чем фундаментально интерференция отличается отдифракции?|различием процессов
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |уменьшится в 2 раза
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |нулю
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|светлое пятно
Какое явление показывает поперечность световыхволн? |поляризация света
Какие оптические явления лежат в основеголографии |дифракция света
Чем фундаментально интерференция отличается отдифракции?|дифракция - это результат интерфиренции
Как называют среды с постоянным коэффициентомпреломления?|изотропные
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|не изменяется
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|спектр
В какой волне не может возникнуть поляризация? |в продольной
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синему
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|да,при четном количестве зон френеля
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |рассеивание на объектах, размеры которых меньше его длины
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|нечетное число зон френеля
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип Ферма
Для света какого цвета показатель преломленияводы является наибольшим?|фиолетовый
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|взаимно перпендикулярны
Что представляет из себя излучение отдельногоатома? |илучение квантами
Отношение энергии отраженной волны к энергиипадающей называется|коэффициент отражения
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |он пройдет по всем осколкам
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |не изменится
Дисперсия называется аномальной, если (написать через длину волны)|с ростом длины волны показатель преломления умньшается
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|равна групповой скорости
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |увеличится уменьшится
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|да, при четном количестве зон френеля
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|групповой
Как называют среды с постоянным коэффициентомпреломления?|изотропные
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синему
Для света какого цвета показатель преломленияводы является наибольшим?|фиолетовый
Дисперсия называется аномальной, если (написать через длину волны)|с ростом длины волны показатель преломления уменьшается
Отношение энергии отраженной волны к энергиипадающей называется|коэффициентом оражания
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |рассеяние света на объектах размеры которых меньше его длины
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|не изменится
Чем фундаментально интерференция отличается отдифракции?|дифракция это результат интерференции
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|взаимно перпендикулярны
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип Ферма
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|нулю
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |пойдет по всем направлениям
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|нечетное число зон Френеля
В какой волне не может возникнуть поляризация? |в продольной
Какие оптические явления лежат в основеголографии |дифракция
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|световой пучок
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |никак
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |нулю
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|спектр
Какое явление показывает поперечность световыхволн? |поляризация света
Что представляет из себя излучение отдельногоатома? |квант энергии
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |уменьшится в 2 раза
Для света какого цвета показатель преломленияводы является наибольшим?|Для красного
Дисперсия называется аномальной, если (написать через длину волны)|Аномальная дисперсия наблюдается в областях частот, соответствующих полосам интенсивного поглощения света в данной среде
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |Он превращается в неполяризованный
Отношение энергии отраженной волны к энергиипадающей называется|коэффициентом отражения
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|интенсивность равна 3
Как называют среды с постоянным коэффициентомпреломления?|абсолютные
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|разные
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|их сумме
Какие оптические явления лежат в основеголографии |дифракция и интерференция
В какой волне не может возникнуть поляризация? |в поперечной
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |Синему
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |не изменится, Луна останется полным кругом
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|поглощательная способность
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |рассеяние света атмосферой можно объяснить наличием мелких пылинок
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|кольца Ньютона
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |равна нулю
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|Нельзя
Какое явление показывает поперечность световыхволн? |поляризация
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |уменьшится в 2 раза
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|нечетное число зон
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |потенциальная энергия уменьшается, кинетическая увеличивается
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип Ферма
Что представляет из себя излучение отдельногоатома? |свет, излучаемый отдельным атомом является поляризованным
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|уменьшится в 2 раза
Чем фундаментально интерференция отличается отдифракции?|Дифракция это дробления, а интерференция - взаимное влияние
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|разрешающая способность
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |Преломится
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|Радуга
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|Увеличися в 3 раза
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |Кинетическая уменьшится потенциальная увеличится
Для света какого цвета показатель преломленияводы является наибольшим?|Красный
В какой волне не может возникнуть поляризация? |Стоячей
Как называют среды с постоянным коэффициентомпреломления?|Преломляющие
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|Нет, нельзя
Что представляет из себя излучение отдельногоатома? |Заряд этого атома
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |Синему
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |Паули
Отношение энергии отраженной волны к энергиипадающей называется|Коэффициент отражения
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|Увеличится в 2 раза
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |Уменьшится в 2 раза
Какое явление показывает поперечность световыхволн? |Интерференция
Чем фундаментально интерференция отличается отдифракции?|Совершенно разные явления
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |Будет «месяц»
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|Показатель
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|n/v
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |Произвидению амплитуд
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|Изменятся пропорционально
Дисперсия называется аномальной, если (написать через длину волны)|Уменьшается
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|Частота
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |При разных
Какие оптические явления лежат в основеголографии |Дисперсия
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|не изменится
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|Окружность
Чем фундаментально интерференция отличается отдифракции?|ничем
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |не изменятся
Какое явление показывает поперечность световыхволн? |гашение света
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|u
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|да
При дифракции Френеля на круглом отверстиидифракционная картина будет иметь вид чередующихся светлых и темныхконцентрических колец, в центре которой будет светлое пятно, если отверстиеоткрывает|нечетное число зон
Какие оптические явления лежат в основеголографии |интерференция и дифракция
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|порядок
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |энергии колебаний с фазой
Отношение энергии отраженной волны к энергиипадающей называется|показатель отражения
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|темное кольцо
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип Ферма
Дисперсия называется аномальной, если (написать через длину волны)|с уменьшением длины волны показатель преломления уменьшается
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|уменьшится в 2.25 раза
Что представляет из себя излучение отдельногоатома? |испускание электромагнитных волн ионами
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|коэффициент поглощения
При падении естественного света на прозрачныйдиэлектрик под углом Брюстера поляризация у отраженного и преломленного лучей соответственно будут ...|частичнополяризованные
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |при размерах частиц много меньше длины волны
Что станет с поляризованным светом, проходящимчерез слой мелко истолченного стекла? |вектор Е опишет эллипс
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |красному
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |уменьшится в два раза
Для света какого цвета показатель преломленияводы является наибольшим?|красный
В какой волне не может возникнуть поляризация? |продольной
Как называют среды с постоянным коэффициентомпреломления?|однородными
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |пропадет левая половина
Какое явление показывает поперечность световыхволн? |поляризация
Величина, показывающая, какая доля энергиипадающего излучения с частотами ω и dω+ω поглощается поверхностью тела.|коэффициент поглощения
Как называют среды с постоянным коэффициентомпреломления?|однородные
Свет от лампы проходит через два одинаковых поляризатора,оси поляризации которых перпендикулярны. Чему будет равна интенсивность светапосле прохождения второго поляризатора, если после прохождения первого егоинтенсивность уменьшилась в 1.5 раза?|уменьшится в 3 раза
Как изменится частота света при переходе извакуума в прозрачную среду с показателем преломления n=2?|увеличится в 2 раза
Какие оптические явления лежат в основеголографии |отражение света
Как изменится на фотографии вид полной Луны,если закрыть правую половину объектива телескопа? |полумесяц
Что представляет из себя излучение отдельногоатома? |вынужденное
Можно ли при падении монохроматического света отточечного источника S на круглое отверстие в непрозрачном экране наблюдать вцентре экране темное пятно? Если да, топри каких условиях?|нельзя
... дифракционной решетки характеризует возможностьнаблюдать дифракционные максимумы раздельно от излучения с длинами волн λ и λ+λδ.|порядок
Как изменятся кинетическая и потенциальнаяэнергии положительно заряженной частицы, если она под действием сил поляпереходит из точки с большим потенциалом в точку с меньшим потенциалом? |уменьшатся
Дисперсия называется аномальной, если (написать через длину волны)|показатель преломления уменьшается при уменьшении длины волны
Отношение энергии отраженной волны к энергиипадающей называется|показатель отражения
Принцип, утверждающий, что свет распространяетсяпо такому пути, для прохождения которого ему требуется экстремальное время. |принцип наименьшего времени
Для света какого цвета показатель преломленияводы является наибольшим?|синий
В какой волне не может возникнуть поляризация? |в продольной
Чему равна энергия результирующих колебаний вточках, соответствующих интерференционным максимумам, возникающим при сложениидвух равных по амплитуде когерентных волн? |сумме энергий
Фазовая скорость некоторой волны в среде с показателем преломления n равна v=c/n, групповая скорость этой волны равна u. Чему равна скорость фронта волны в этой среде?|u/n
В соответствии с законом Рэлея, наиболееинтенсивно рассеиваются световые волны, соответствующие в области видимогоспектра синему или красному цвету? |синий
Чем фундаментально интерференция отличается отдифракции?|дифракция это огибание препятствий, а интерференция - перераспределение светового излучения
Что появится вокруг точки касания слегкаизогнутой выпуклой линзы и плоскопараллельной пластины при прохождении светасквозь линзу и пластину?|луч
Как изменится длина волны света при переходе извакуума в прозрачную среду с абсолютным показателем преломления n = 2? |увеличится в 2
Рассеяние Рэлея света оптического диапазона в земнойатмосфере происходит в основном в каких условиях? |размер объекта меньше его длины волны
